"global_step","DRRandom_04-01-36-40 - _step","DRRandom_04-01-36-40 - _step__MIN","DRRandom_04-01-36-40 - _step__MAX","DRRandom_04-01-36-40 - rewards/step","DRRandom_04-01-36-40 - rewards/step__MIN","DRRandom_04-01-36-40 - rewards/step__MAX"
"192413696","1469","1469","1469","22.23617935180664","22.23617935180664","22.23617935180664"
"192937984","1473","1473","1473","22.423553466796875","22.423553466796875","22.423553466796875"
"193462272","1477","1477","1477","23.25737953186035","23.25737953186035","23.25737953186035"
"193986560","1481","1481","1481","22.52599334716797","22.52599334716797","22.52599334716797"
"194510848","1485","1485","1485","23.740507125854492","23.740507125854492","23.740507125854492"
"195035136","1489","1489","1489","22.005475997924805","22.005475997924805","22.005475997924805"
"195559424","1493","1493","1493","23.080644607543945","23.080644607543945","23.080644607543945"
"196083712","1497","1497","1497","23.824359893798828","23.824359893798828","23.824359893798828"
"196608000","1501","1501","1501","21.46715545654297","21.46715545654297","21.46715545654297"
"197132288","1505","1505","1505","24.200946807861328","24.200946807861328","24.200946807861328"
"197656576","1509","1509","1509","23.44317626953125","23.44317626953125","23.44317626953125"
"198180864","1513","1513","1513","22.482362747192383","22.482362747192383","22.482362747192383"
"198705152","1517","1517","1517","23.63792610168457","23.63792610168457","23.63792610168457"
"199229440","1521","1521","1521","22.806243896484375","22.806243896484375","22.806243896484375"
"199753728","1525","1525","1525","21.941919326782227","21.941919326782227","21.941919326782227"
"200278016","1529","1529","1529","22.14963150024414","22.14963150024414","22.14963150024414"
"200802304","1533","1533","1533","23.58561897277832","23.58561897277832","23.58561897277832"
"201326592","1537","1537","1537","24.073434829711914","24.073434829711914","24.073434829711914"
"201850880","1541","1541","1541","22.329309463500977","22.329309463500977","22.329309463500977"
"202375168","1545","1545","1545","22.6103515625","22.6103515625","22.6103515625"
"202899456","1549","1549","1549","22.84874725341797","22.84874725341797","22.84874725341797"
"203423744","1553","1553","1553","22.332685470581055","22.332685470581055","22.332685470581055"
"203948032","1557","1557","1557","23.452688217163086","23.452688217163086","23.452688217163086"
"204472320","1561","1561","1561","24.547428131103516","24.547428131103516","24.547428131103516"
"204996608","1565","1565","1565","23.11661148071289","23.11661148071289","23.11661148071289"
"205520896","1569","1569","1569","23.63306427001953","23.63306427001953","23.63306427001953"
"206045184","1573","1573","1573","21.95720672607422","21.95720672607422","21.95720672607422"
"206569472","1577","1577","1577","24.62854766845703","24.62854766845703","24.62854766845703"
"207093760","1581","1581","1581","22.660934448242188","22.660934448242188","22.660934448242188"
"207618048","1585","1585","1585","23.189958572387695","23.189958572387695","23.189958572387695"
"208142336","1589","1589","1589","22.267324447631836","22.267324447631836","22.267324447631836"
"208666624","1593","1593","1593","23.830814361572266","23.830814361572266","23.830814361572266"
"209190912","1597","1597","1597","24.526378631591797","24.526378631591797","24.526378631591797"
"209715200","1601","1601","1601","23.598012924194336","23.598012924194336","23.598012924194336"
"210239488","1605","1605","1605","23.645320892333984","23.645320892333984","23.645320892333984"
"210763776","1609","1609","1609","22.873449325561523","22.873449325561523","22.873449325561523"
"211288064","1613","1613","1613","23.954872131347656","23.954872131347656","23.954872131347656"
"211812352","1617","1617","1617","22.254413604736328","22.254413604736328","22.254413604736328"
"212336640","1621","1621","1621","24.150447845458984","24.150447845458984","24.150447845458984"
"212860928","1625","1625","1625","23.54986000061035","23.54986000061035","23.54986000061035"
"213385216","1629","1629","1629","23.344562530517578","23.344562530517578","23.344562530517578"
"213909504","1633","1633","1633","21.659135818481445","21.659135818481445","21.659135818481445"
"214433792","1637","1637","1637","23.93239402770996","23.93239402770996","23.93239402770996"
"214958080","1641","1641","1641","23.193490982055664","23.193490982055664","23.193490982055664"
"215482368","1645","1645","1645","23.0076904296875","23.0076904296875","23.0076904296875"
"216006656","1649","1649","1649","23.79112434387207","23.79112434387207","23.79112434387207"
"216530944","1653","1653","1653","23.945226669311523","23.945226669311523","23.945226669311523"
"217055232","1657","1657","1657","24.325695037841797","24.325695037841797","24.325695037841797"
"217579520","1661","1661","1661","22.726764678955078","22.726764678955078","22.726764678955078"
"218103808","1665","1665","1665","24.472341537475586","24.472341537475586","24.472341537475586"
"218628096","1669","1669","1669","24.79014015197754","24.79014015197754","24.79014015197754"
"219152384","1673","1673","1673","22.717689514160156","22.717689514160156","22.717689514160156"
"219676672","1677","1677","1677","24.687816619873047","24.687816619873047","24.687816619873047"
"220200960","1681","1681","1681","22.4017276763916","22.4017276763916","22.4017276763916"
"220725248","1685","1685","1685","23.580427169799805","23.580427169799805","23.580427169799805"
"221249536","1689","1689","1689","23.165719985961914","23.165719985961914","23.165719985961914"
"221773824","1693","1693","1693","23.789119720458984","23.789119720458984","23.789119720458984"
"222298112","1697","1697","1697","24.15776252746582","24.15776252746582","24.15776252746582"
"222822400","1701","1701","1701","23.87459373474121","23.87459373474121","23.87459373474121"
"223346688","1705","1705","1705","23.6396427154541","23.6396427154541","23.6396427154541"
"223870976","1709","1709","1709","23.846471786499023","23.846471786499023","23.846471786499023"
"224395264","1713","1713","1713","24.213085174560547","24.213085174560547","24.213085174560547"
"224919552","1717","1717","1717","23.429533004760742","23.429533004760742","23.429533004760742"
"225443840","1721","1721","1721","24.626441955566406","24.626441955566406","24.626441955566406"
"225968128","1725","1725","1725","23.64611053466797","23.64611053466797","23.64611053466797"
"226492416","1729","1729","1729","23.963668823242188","23.963668823242188","23.963668823242188"
"227016704","1733","1733","1733","25.661073684692383","25.661073684692383","25.661073684692383"
"227540992","1737","1737","1737","25.388683319091797","25.388683319091797","25.388683319091797"
"228065280","1741","1741","1741","23.60181427001953","23.60181427001953","23.60181427001953"
"228589568","1745","1745","1745","25.180248260498047","25.180248260498047","25.180248260498047"
"229113856","1749","1749","1749","23.393850326538086","23.393850326538086","23.393850326538086"
"229638144","1753","1753","1753","23.944414138793945","23.944414138793945","23.944414138793945"
"230162432","1757","1757","1757","22.937625885009766","22.937625885009766","22.937625885009766"
"230686720","1761","1761","1761","25.160919189453125","25.160919189453125","25.160919189453125"
"231211008","1765","1765","1765","23.63105010986328","23.63105010986328","23.63105010986328"
"231735296","1769","1769","1769","24.694843292236328","24.694843292236328","24.694843292236328"
"232259584","1773","1773","1773","23.313310623168945","23.313310623168945","23.313310623168945"
"232783872","1777","1777","1777","24.750062942504883","24.750062942504883","24.750062942504883"
"233308160","1781","1781","1781","23.803552627563477","23.803552627563477","23.803552627563477"
"233832448","1785","1785","1785","23.552433013916016","23.552433013916016","23.552433013916016"
"234356736","1789","1789","1789","23.05740737915039","23.05740737915039","23.05740737915039"
"234881024","1793","1793","1793","24.11182403564453","24.11182403564453","24.11182403564453"
"235405312","1797","1797","1797","23.42162322998047","23.42162322998047","23.42162322998047"
"235929600","1801","1801","1801","25.64834976196289","25.64834976196289","25.64834976196289"
"236453888","1805","1805","1805","24.49558448791504","24.49558448791504","24.49558448791504"
"236978176","1809","1809","1809","24.997060775756836","24.997060775756836","24.997060775756836"
"237502464","1813","1813","1813","23.548200607299805","23.548200607299805","23.548200607299805"
"238026752","1817","1817","1817","26.51605987548828","26.51605987548828","26.51605987548828"
"238551040","1821","1821","1821","24.90121078491211","24.90121078491211","24.90121078491211"
"239075328","1825","1825","1825","24.93843650817871","24.93843650817871","24.93843650817871"
"239599616","1829","1829","1829","22.98322868347168","22.98322868347168","22.98322868347168"
"240123904","1833","1833","1833","23.82862663269043","23.82862663269043","23.82862663269043"
"240648192","1837","1837","1837","26.05046844482422","26.05046844482422","26.05046844482422"
"241172480","1841","1841","1841","24.8929386138916","24.8929386138916","24.8929386138916"
"241696768","1845","1845","1845","25.25403594970703","25.25403594970703","25.25403594970703"
"242221056","1849","1849","1849","23.793514251708984","23.793514251708984","23.793514251708984"
"242745344","1853","1853","1853","24.22068977355957","24.22068977355957","24.22068977355957"
"243269632","1857","1857","1857","25.423274993896484","25.423274993896484","25.423274993896484"
"243793920","1861","1861","1861","25.433719635009766","25.433719635009766","25.433719635009766"
"244318208","1865","1865","1865","25.959794998168945","25.959794998168945","25.959794998168945"
"244842496","1869","1869","1869","24.296083450317383","24.296083450317383","24.296083450317383"
"245366784","1873","1873","1873","25.6658878326416","25.6658878326416","25.6658878326416"
"245891072","1877","1877","1877","25.833234786987305","25.833234786987305","25.833234786987305"
"246415360","1881","1881","1881","25.490015029907227","25.490015029907227","25.490015029907227"
"246939648","1885","1885","1885","25.077777862548828","25.077777862548828","25.077777862548828"
"247463936","1889","1889","1889","25.574548721313477","25.574548721313477","25.574548721313477"
"247988224","1893","1893","1893","24.207265853881836","24.207265853881836","24.207265853881836"
"248512512","1897","1897","1897","25.66935920715332","25.66935920715332","25.66935920715332"
"249036800","1901","1901","1901","24.765958786010742","24.765958786010742","24.765958786010742"
"249561088","1905","1905","1905","24.56288719177246","24.56288719177246","24.56288719177246"
"250085376","1909","1909","1909","27.403730392456055","27.403730392456055","27.403730392456055"
"250609664","1913","1913","1913","25.45460319519043","25.45460319519043","25.45460319519043"
"251133952","1917","1917","1917","24.127538681030273","24.127538681030273","24.127538681030273"
"251658240","1921","1921","1921","24.880578994750977","24.880578994750977","24.880578994750977"
"252182528","1925","1925","1925","24.94021224975586","24.94021224975586","24.94021224975586"
"252706816","1929","1929","1929","24.914255142211914","24.914255142211914","24.914255142211914"
"253231104","1933","1933","1933","25.412757873535156","25.412757873535156","25.412757873535156"
"253755392","1937","1937","1937","24.388187408447266","24.388187408447266","24.388187408447266"
"254279680","1941","1941","1941","24.13939094543457","24.13939094543457","24.13939094543457"
"254803968","1945","1945","1945","25.322845458984375","25.322845458984375","25.322845458984375"
"255328256","1949","1949","1949","24.74098014831543","24.74098014831543","24.74098014831543"
"255852544","1953","1953","1953","23.853315353393555","23.853315353393555","23.853315353393555"
"256376832","1957","1957","1957","25.68372917175293","25.68372917175293","25.68372917175293"
"256901120","1961","1961","1961","24.438180923461914","24.438180923461914","24.438180923461914"
"257425408","1965","1965","1965","25.31140899658203","25.31140899658203","25.31140899658203"
"257949696","1969","1969","1969","26.34123420715332","26.34123420715332","26.34123420715332"
"258473984","1973","1973","1973","24.26748275756836","24.26748275756836","24.26748275756836"
"258998272","1977","1977","1977","25.117231369018555","25.117231369018555","25.117231369018555"
"259522560","1981","1981","1981","23.20004653930664","23.20004653930664","23.20004653930664"
"260046848","1985","1985","1985","27.06376838684082","27.06376838684082","27.06376838684082"
"260571136","1989","1989","1989","24.482128143310547","24.482128143310547","24.482128143310547"
"261095424","1993","1993","1993","25.426218032836914","25.426218032836914","25.426218032836914"
"261619712","1997","1997","1997","24.687068939208984","24.687068939208984","24.687068939208984"
"262144000","2001","2001","2001","24.4033203125","24.4033203125","24.4033203125"
"262668288","2005","2005","2005","25.704730987548828","25.704730987548828","25.704730987548828"
"263192576","2009","2009","2009","25.544965744018555","25.544965744018555","25.544965744018555"
"263716864","2013","2013","2013","26.56644630432129","26.56644630432129","26.56644630432129"
"264241152","2017","2017","2017","24.428197860717773","24.428197860717773","24.428197860717773"
"264765440","2021","2021","2021","25.47721290588379","25.47721290588379","25.47721290588379"
"265289728","2025","2025","2025","24.909481048583984","24.909481048583984","24.909481048583984"
"265814016","2029","2029","2029","24.44765853881836","24.44765853881836","24.44765853881836"
"266338304","2033","2033","2033","26.21437644958496","26.21437644958496","26.21437644958496"
"266862592","2037","2037","2037","24.95969581604004","24.95969581604004","24.95969581604004"
"267386880","2041","2041","2041","24.900896072387695","24.900896072387695","24.900896072387695"
"267911168","2045","2045","2045","23.798446655273438","23.798446655273438","23.798446655273438"
"268435456","2049","2049","2049","23.103031158447266","23.103031158447266","23.103031158447266"
"268959744","2053","2053","2053","25.09625244140625","25.09625244140625","25.09625244140625"
"269484032","2057","2057","2057","24.07876968383789","24.07876968383789","24.07876968383789"
"270008320","2061","2061","2061","23.638654708862305","23.638654708862305","23.638654708862305"
"270532608","2065","2065","2065","24.691434860229492","24.691434860229492","24.691434860229492"
"271056896","2069","2069","2069","25.610971450805664","25.610971450805664","25.610971450805664"
"271581184","2073","2073","2073","23.95549964904785","23.95549964904785","23.95549964904785"
"272105472","2077","2077","2077","24.67525863647461","24.67525863647461","24.67525863647461"
"272629760","2081","2081","2081","25.47637939453125","25.47637939453125","25.47637939453125"
"273154048","2085","2085","2085","24.64419937133789","24.64419937133789","24.64419937133789"
"273678336","2089","2089","2089","23.94721794128418","23.94721794128418","23.94721794128418"
"274202624","2093","2093","2093","23.356794357299805","23.356794357299805","23.356794357299805"
"274726912","2097","2097","2097","24.761831283569336","24.761831283569336","24.761831283569336"
"275251200","2101","2101","2101","25.679855346679688","25.679855346679688","25.679855346679688"
"275775488","2105","2105","2105","25.093290328979492","25.093290328979492","25.093290328979492"
"276299776","2109","2109","2109","25.975460052490234","25.975460052490234","25.975460052490234"
"276824064","2113","2113","2113","25.104312896728516","25.104312896728516","25.104312896728516"
"277348352","2117","2117","2117","24.755268096923828","24.755268096923828","24.755268096923828"
"277872640","2121","2121","2121","25.581647872924805","25.581647872924805","25.581647872924805"
"278396928","2125","2125","2125","22.77000617980957","22.77000617980957","22.77000617980957"
"278921216","2129","2129","2129","25.958717346191406","25.958717346191406","25.958717346191406"
"279445504","2133","2133","2133","24.874958038330078","24.874958038330078","24.874958038330078"
"279969792","2137","2137","2137","24.067699432373047","24.067699432373047","24.067699432373047"
"280494080","2141","2141","2141","24.571605682373047","24.571605682373047","24.571605682373047"
"281018368","2145","2145","2145","24.795724868774414","24.795724868774414","24.795724868774414"
"281542656","2149","2149","2149","25.670745849609375","25.670745849609375","25.670745849609375"
"282066944","2153","2153","2153","25.525741577148438","25.525741577148438","25.525741577148438"
"282591232","2157","2157","2157","24.578092575073242","24.578092575073242","24.578092575073242"
"283115520","2161","2161","2161","25.66545867919922","25.66545867919922","25.66545867919922"
"283639808","2165","2165","2165","26.153627395629883","26.153627395629883","26.153627395629883"
"284164096","2169","2169","2169","26.479387283325195","26.479387283325195","26.479387283325195"
"284688384","2173","2173","2173","25.33707618713379","25.33707618713379","25.33707618713379"
"285212672","2177","2177","2177","25.210168838500977","25.210168838500977","25.210168838500977"
"285736960","2181","2181","2181","24.979957580566406","24.979957580566406","24.979957580566406"
"286261248","2185","2185","2185","26.14785385131836","26.14785385131836","26.14785385131836"
"286785536","2189","2189","2189","26.26738929748535","26.26738929748535","26.26738929748535"
"287309824","2193","2193","2193","26.304323196411133","26.304323196411133","26.304323196411133"
"287834112","2197","2197","2197","23.82052230834961","23.82052230834961","23.82052230834961"
"288358400","2201","2201","2201","23.69721794128418","23.69721794128418","23.69721794128418"
"288882688","2205","2205","2205","26.148439407348633","26.148439407348633","26.148439407348633"
"289406976","2209","2209","2209","24.07625961303711","24.07625961303711","24.07625961303711"
"289931264","2213","2213","2213","24.36518669128418","24.36518669128418","24.36518669128418"
"290455552","2217","2217","2217","24.548120498657227","24.548120498657227","24.548120498657227"
"290979840","2221","2221","2221","24.30980110168457","24.30980110168457","24.30980110168457"
"291504128","2225","2225","2225","24.860822677612305","24.860822677612305","24.860822677612305"
"292028416","2229","2229","2229","24.189327239990234","24.189327239990234","24.189327239990234"
"292552704","2233","2233","2233","26.999897003173828","26.999897003173828","26.999897003173828"
"293076992","2237","2237","2237","24.953092575073242","24.953092575073242","24.953092575073242"
"293601280","2241","2241","2241","25.516029357910156","25.516029357910156","25.516029357910156"
"294125568","2245","2245","2245","25.409414291381836","25.409414291381836","25.409414291381836"
"294649856","2249","2249","2249","26.753679275512695","26.753679275512695","26.753679275512695"
"295174144","2253","2253","2253","26.432262420654297","26.432262420654297","26.432262420654297"
"295698432","2257","2257","2257","24.71135711669922","24.71135711669922","24.71135711669922"
"296222720","2261","2261","2261","25.26358413696289","25.26358413696289","25.26358413696289"
"296747008","2265","2265","2265","25.602888107299805","25.602888107299805","25.602888107299805"
"297271296","2269","2269","2269","25.273624420166016","25.273624420166016","25.273624420166016"
"297795584","2273","2273","2273","26.03654670715332","26.03654670715332","26.03654670715332"
"298319872","2277","2277","2277","25.174978256225586","25.174978256225586","25.174978256225586"
"298844160","2281","2281","2281","26.381078720092773","26.381078720092773","26.381078720092773"
"299368448","2285","2285","2285","25.98817253112793","25.98817253112793","25.98817253112793"
"299892736","2289","2289","2289","25.728212356567383","25.728212356567383","25.728212356567383"
"300417024","2293","2293","2293","25.27511215209961","25.27511215209961","25.27511215209961"
"300941312","2297","2297","2297","26.50542449951172","26.50542449951172","26.50542449951172"
"301465600","2301","2301","2301","26.205814361572266","26.205814361572266","26.205814361572266"
"301989888","2305","2305","2305","25.192489624023438","25.192489624023438","25.192489624023438"
"302514176","2309","2309","2309","26.56828498840332","26.56828498840332","26.56828498840332"
"303038464","2313","2313","2313","26.95036506652832","26.95036506652832","26.95036506652832"
"303562752","2317","2317","2317","26.243566513061523","26.243566513061523","26.243566513061523"
"304087040","2321","2321","2321","26.50383186340332","26.50383186340332","26.50383186340332"
"304611328","2325","2325","2325","25.939231872558594","25.939231872558594","25.939231872558594"
"305135616","2329","2329","2329","26.31424903869629","26.31424903869629","26.31424903869629"
"305659904","2333","2333","2333","26.50239372253418","26.50239372253418","26.50239372253418"
"306184192","2337","2337","2337","25.82040023803711","25.82040023803711","25.82040023803711"
"306708480","2341","2341","2341","26.353500366210938","26.353500366210938","26.353500366210938"
"307232768","2345","2345","2345","25.159513473510742","25.159513473510742","25.159513473510742"
"307757056","2349","2349","2349","25.763090133666992","25.763090133666992","25.763090133666992"
"308281344","2353","2353","2353","25.384302139282227","25.384302139282227","25.384302139282227"
"308805632","2357","2357","2357","26.715036392211914","26.715036392211914","26.715036392211914"
"309329920","2361","2361","2361","25.47911834716797","25.47911834716797","25.47911834716797"
"309854208","2365","2365","2365","24.741596221923828","24.741596221923828","24.741596221923828"
"310378496","2369","2369","2369","26.134925842285156","26.134925842285156","26.134925842285156"
"310902784","2373","2373","2373","25.80356216430664","25.80356216430664","25.80356216430664"
"311427072","2377","2377","2377","26.43313980102539","26.43313980102539","26.43313980102539"
"311951360","2381","2381","2381","26.713964462280273","26.713964462280273","26.713964462280273"
"312475648","2385","2385","2385","26.366455078125","26.366455078125","26.366455078125"
"312999936","2389","2389","2389","26.317584991455078","26.317584991455078","26.317584991455078"
"313524224","2393","2393","2393","25.603734970092773","25.603734970092773","25.603734970092773"
"314048512","2397","2397","2397","24.42814064025879","24.42814064025879","24.42814064025879"
"314572800","2401","2401","2401","26.261913299560547","26.261913299560547","26.261913299560547"
"315097088","2405","2405","2405","27.013273239135742","27.013273239135742","27.013273239135742"
"315621376","2409","2409","2409","26.705270767211914","26.705270767211914","26.705270767211914"
"316145664","2413","2413","2413","27.10221290588379","27.10221290588379","27.10221290588379"
"316669952","2417","2417","2417","25.726451873779297","25.726451873779297","25.726451873779297"
"317194240","2421","2421","2421","25.518346786499023","25.518346786499023","25.518346786499023"
"317718528","2425","2425","2425","26.91303253173828","26.91303253173828","26.91303253173828"
"318242816","2429","2429","2429","25.03980827331543","25.03980827331543","25.03980827331543"
"318767104","2433","2433","2433","25.674335479736328","25.674335479736328","25.674335479736328"
"319291392","2437","2437","2437","26.862714767456055","26.862714767456055","26.862714767456055"
"319815680","2441","2441","2441","25.298030853271484","25.298030853271484","25.298030853271484"
"320339968","2445","2445","2445","26.55095100402832","26.55095100402832","26.55095100402832"
"320864256","2449","2449","2449","26.81487274169922","26.81487274169922","26.81487274169922"
"321388544","2453","2453","2453","26.079296112060547","26.079296112060547","26.079296112060547"
"321912832","2457","2457","2457","27.22984504699707","27.22984504699707","27.22984504699707"
"322437120","2461","2461","2461","26.822450637817383","26.822450637817383","26.822450637817383"
"322961408","2465","2465","2465","25.33271598815918","25.33271598815918","25.33271598815918"
"323485696","2469","2469","2469","25.53559684753418","25.53559684753418","25.53559684753418"
"324009984","2473","2473","2473","24.740779876708984","24.740779876708984","24.740779876708984"
"324534272","2477","2477","2477","25.577985763549805","25.577985763549805","25.577985763549805"
"325058560","2481","2481","2481","25.356801986694336","25.356801986694336","25.356801986694336"
"325582848","2485","2485","2485","26.470792770385742","26.470792770385742","26.470792770385742"
"326107136","2489","2489","2489","26.38029670715332","26.38029670715332","26.38029670715332"
"326631424","2493","2493","2493","27.924100875854492","27.924100875854492","27.924100875854492"
"327155712","2497","2497","2497","27.250905990600586","27.250905990600586","27.250905990600586"
"327680000","2501","2501","2501","25.182235717773438","25.182235717773438","25.182235717773438"
"328204288","2505","2505","2505","26.429115295410156","26.429115295410156","26.429115295410156"
"328728576","2509","2509","2509","25.052648544311523","25.052648544311523","25.052648544311523"
"329252864","2513","2513","2513","26.917098999023438","26.917098999023438","26.917098999023438"
"329777152","2517","2517","2517","25.957763671875","25.957763671875","25.957763671875"
"330301440","2521","2521","2521","26.80215835571289","26.80215835571289","26.80215835571289"
"330825728","2525","2525","2525","25.99167823791504","25.99167823791504","25.99167823791504"
"331350016","2529","2529","2529","26.46453857421875","26.46453857421875","26.46453857421875"
"331874304","2533","2533","2533","25.530057907104492","25.530057907104492","25.530057907104492"
"332398592","2537","2537","2537","27.1796875","27.1796875","27.1796875"
"332922880","2541","2541","2541","26.54924774169922","26.54924774169922","26.54924774169922"
"333447168","2545","2545","2545","26.52279281616211","26.52279281616211","26.52279281616211"
"333971456","2549","2549","2549","26.491771697998047","26.491771697998047","26.491771697998047"
"334495744","2553","2553","2553","25.35258674621582","25.35258674621582","25.35258674621582"
"335020032","2557","2557","2557","27.15178871154785","27.15178871154785","27.15178871154785"
"335544320","2561","2561","2561","26.240047454833984","26.240047454833984","26.240047454833984"
"336068608","2565","2565","2565","25.87549591064453","25.87549591064453","25.87549591064453"
"336592896","2569","2569","2569","26.16005516052246","26.16005516052246","26.16005516052246"
"337117184","2573","2573","2573","25.92848777770996","25.92848777770996","25.92848777770996"
"337641472","2577","2577","2577","25.520009994506836","25.520009994506836","25.520009994506836"
"338165760","2581","2581","2581","26.045541763305664","26.045541763305664","26.045541763305664"
"338690048","2585","2585","2585","26.55977439880371","26.55977439880371","26.55977439880371"
"339214336","2589","2589","2589","25.918928146362305","25.918928146362305","25.918928146362305"
"339738624","2593","2593","2593","27.006916046142578","27.006916046142578","27.006916046142578"
"340262912","2597","2597","2597","25.77324676513672","25.77324676513672","25.77324676513672"
"340787200","2601","2601","2601","25.67287826538086","25.67287826538086","25.67287826538086"
"341311488","2605","2605","2605","27.456212997436523","27.456212997436523","27.456212997436523"
"341835776","2609","2609","2609","25.89277458190918","25.89277458190918","25.89277458190918"
"342360064","2613","2613","2613","26.065074920654297","26.065074920654297","26.065074920654297"
"342884352","2617","2617","2617","27.491905212402344","27.491905212402344","27.491905212402344"
"343408640","2621","2621","2621","27.495269775390625","27.495269775390625","27.495269775390625"
"343932928","2625","2625","2625","27.372509002685547","27.372509002685547","27.372509002685547"
"344457216","2629","2629","2629","27.06730079650879","27.06730079650879","27.06730079650879"
"344981504","2633","2633","2633","26.162904739379883","26.162904739379883","26.162904739379883"
"345505792","2637","2637","2637","25.912757873535156","25.912757873535156","25.912757873535156"
"346030080","2641","2641","2641","26.96820831298828","26.96820831298828","26.96820831298828"
"346554368","2645","2645","2645","26.56772804260254","26.56772804260254","26.56772804260254"
"347078656","2649","2649","2649","25.884740829467773","25.884740829467773","25.884740829467773"
"347602944","2653","2653","2653","26.7222900390625","26.7222900390625","26.7222900390625"
"348127232","2657","2657","2657","27.05524444580078","27.05524444580078","27.05524444580078"
"348651520","2661","2661","2661","25.902006149291992","25.902006149291992","25.902006149291992"
"349175808","2665","2665","2665","27.20322036743164","27.20322036743164","27.20322036743164"
"349700096","2669","2669","2669","26.76824951171875","26.76824951171875","26.76824951171875"
"350224384","2673","2673","2673","29.21621322631836","29.21621322631836","29.21621322631836"
"350748672","2677","2677","2677","26.817338943481445","26.817338943481445","26.817338943481445"
"351272960","2681","2681","2681","27.073619842529297","27.073619842529297","27.073619842529297"
"351797248","2685","2685","2685","25.513784408569336","25.513784408569336","25.513784408569336"
"352321536","2689","2689","2689","27.719974517822266","27.719974517822266","27.719974517822266"
"352845824","2693","2693","2693","25.926715850830078","25.926715850830078","25.926715850830078"
"353370112","2697","2697","2697","26.011886596679688","26.011886596679688","26.011886596679688"
"353894400","2701","2701","2701","27.13543128967285","27.13543128967285","27.13543128967285"
"354418688","2705","2705","2705","27.31780242919922","27.31780242919922","27.31780242919922"
"354942976","2709","2709","2709","27.98843765258789","27.98843765258789","27.98843765258789"
"355467264","2713","2713","2713","26.31599235534668","26.31599235534668","26.31599235534668"
"355991552","2717","2717","2717","27.654354095458984","27.654354095458984","27.654354095458984"
"356515840","2721","2721","2721","26.926986694335938","26.926986694335938","26.926986694335938"
"357040128","2725","2725","2725","26.6295166015625","26.6295166015625","26.6295166015625"
"357564416","2729","2729","2729","26.840139389038086","26.840139389038086","26.840139389038086"
"358088704","2733","2733","2733","26.44869613647461","26.44869613647461","26.44869613647461"
"358612992","2737","2737","2737","26.51325225830078","26.51325225830078","26.51325225830078"
"359137280","2741","2741","2741","26.46255111694336","26.46255111694336","26.46255111694336"
"359661568","2745","2745","2745","26.67433738708496","26.67433738708496","26.67433738708496"
"360185856","2749","2749","2749","26.665782928466797","26.665782928466797","26.665782928466797"
"360710144","2753","2753","2753","26.879638671875","26.879638671875","26.879638671875"
"361234432","2757","2757","2757","28.178489685058594","28.178489685058594","28.178489685058594"
"361758720","2761","2761","2761","26.144699096679688","26.144699096679688","26.144699096679688"
"362283008","2765","2765","2765","25.7310791015625","25.7310791015625","25.7310791015625"
"362807296","2769","2769","2769","26.974374771118164","26.974374771118164","26.974374771118164"
"363331584","2773","2773","2773","26.619848251342773","26.619848251342773","26.619848251342773"
"363855872","2777","2777","2777","26.47810935974121","26.47810935974121","26.47810935974121"
"364380160","2781","2781","2781","26.4289493560791","26.4289493560791","26.4289493560791"
"364904448","2785","2785","2785","27.733505249023438","27.733505249023438","27.733505249023438"
"365428736","2789","2789","2789","25.841535568237305","25.841535568237305","25.841535568237305"
"365953024","2793","2793","2793","28.393468856811523","28.393468856811523","28.393468856811523"
"366477312","2797","2797","2797","27.169775009155273","27.169775009155273","27.169775009155273"
"367001600","2801","2801","2801","28.203020095825195","28.203020095825195","28.203020095825195"
"367525888","2805","2805","2805","27.097293853759766","27.097293853759766","27.097293853759766"
"368050176","2809","2809","2809","27.522340774536133","27.522340774536133","27.522340774536133"
"368574464","2813","2813","2813","26.57172393798828","26.57172393798828","26.57172393798828"
"369098752","2817","2817","2817","28.32975959777832","28.32975959777832","28.32975959777832"
"369623040","2821","2821","2821","27.608768463134766","27.608768463134766","27.608768463134766"
"370147328","2825","2825","2825","27.583208084106445","27.583208084106445","27.583208084106445"
"370671616","2829","2829","2829","26.946189880371094","26.946189880371094","26.946189880371094"
"371195904","2833","2833","2833","26.179079055786133","26.179079055786133","26.179079055786133"
"371720192","2837","2837","2837","26.739946365356445","26.739946365356445","26.739946365356445"
"372244480","2841","2841","2841","27.697362899780273","27.697362899780273","27.697362899780273"
"372768768","2845","2845","2845","27.69890594482422","27.69890594482422","27.69890594482422"
"373293056","2849","2849","2849","26.87679100036621","26.87679100036621","26.87679100036621"
"373817344","2853","2853","2853","26.88290786743164","26.88290786743164","26.88290786743164"
"374341632","2857","2857","2857","26.94320297241211","26.94320297241211","26.94320297241211"
"374865920","2861","2861","2861","27.572250366210938","27.572250366210938","27.572250366210938"
"375390208","2865","2865","2865","27.152896881103516","27.152896881103516","27.152896881103516"
"375914496","2869","2869","2869","26.68562889099121","26.68562889099121","26.68562889099121"
"376438784","2873","2873","2873","26.55105209350586","26.55105209350586","26.55105209350586"
"376963072","2877","2877","2877","26.7618408203125","26.7618408203125","26.7618408203125"
"377487360","2881","2881","2881","25.874156951904297","25.874156951904297","25.874156951904297"
"378011648","2885","2885","2885","28.16281509399414","28.16281509399414","28.16281509399414"
