"global_step","DRRandom_04-01-36-40 - _step","DRRandom_04-01-36-40 - _step__MIN","DRRandom_04-01-36-40 - _step__MAX","DRRandom_04-01-36-40 - rewards/collision/step","DRRandom_04-01-36-40 - rewards/collision/step__MIN","DRRandom_04-01-36-40 - rewards/collision/step__MAX"
"178257920","1363","1363","1363","-3.0250768661499023","-3.0250768661499023","-3.0250768661499023"
"178782208","1367","1367","1367","-2.73549485206604","-2.73549485206604","-2.73549485206604"
"179306496","1371","1371","1371","-3.0916926860809326","-3.0916926860809326","-3.0916926860809326"
"179830784","1375","1375","1375","-3.10208797454834","-3.10208797454834","-3.10208797454834"
"180355072","1379","1379","1379","-3.5820388793945312","-3.5820388793945312","-3.5820388793945312"
"180879360","1383","1383","1383","-2.864271879196167","-2.864271879196167","-2.864271879196167"
"181403648","1387","1387","1387","-2.9180994033813477","-2.9180994033813477","-2.9180994033813477"
"181927936","1391","1391","1391","-2.93255615234375","-2.93255615234375","-2.93255615234375"
"182452224","1395","1395","1395","-3.5976998805999756","-3.5976998805999756","-3.5976998805999756"
"182976512","1399","1399","1399","-3.6290600299835205","-3.6290600299835205","-3.6290600299835205"
"183500800","1403","1403","1403","-2.6249444484710693","-2.6249444484710693","-2.6249444484710693"
"184025088","1407","1407","1407","-2.6709322929382324","-2.6709322929382324","-2.6709322929382324"
"184549376","1411","1411","1411","-2.7676260471343994","-2.7676260471343994","-2.7676260471343994"
"185073664","1415","1415","1415","-2.9194090366363525","-2.9194090366363525","-2.9194090366363525"
"185597952","1419","1419","1419","-2.863804578781128","-2.863804578781128","-2.863804578781128"
"186122240","1423","1423","1423","-3.2217466831207275","-3.2217466831207275","-3.2217466831207275"
"186646528","1427","1427","1427","-3.1422080993652344","-3.1422080993652344","-3.1422080993652344"
"187170816","1431","1431","1431","-2.36582350730896","-2.36582350730896","-2.36582350730896"
"187695104","1435","1435","1435","-3.035529136657715","-3.035529136657715","-3.035529136657715"
"188219392","1439","1439","1439","-2.511152505874634","-2.511152505874634","-2.511152505874634"
"188743680","1443","1443","1443","-2.690591335296631","-2.690591335296631","-2.690591335296631"
"189267968","1447","1447","1447","-2.246840715408325","-2.246840715408325","-2.246840715408325"
"189792256","1451","1451","1451","-2.522975444793701","-2.522975444793701","-2.522975444793701"
"190316544","1455","1455","1455","-2.9578917026519775","-2.9578917026519775","-2.9578917026519775"
"190840832","1459","1459","1459","-3.0048668384552","-3.0048668384552","-3.0048668384552"
"191365120","1463","1463","1463","-3.027970552444458","-3.027970552444458","-3.027970552444458"
"191889408","1467","1467","1467","-2.6962411403656006","-2.6962411403656006","-2.6962411403656006"
"192413696","1471","1471","1471","-2.9335713386535645","-2.9335713386535645","-2.9335713386535645"
"192937984","1475","1475","1475","-2.747267007827759","-2.747267007827759","-2.747267007827759"
"193462272","1479","1479","1479","-2.837118148803711","-2.837118148803711","-2.837118148803711"
"193986560","1483","1483","1483","-2.8812170028686523","-2.8812170028686523","-2.8812170028686523"
"194510848","1487","1487","1487","-2.608224630355835","-2.608224630355835","-2.608224630355835"
"195035136","1491","1491","1491","-2.9960453510284424","-2.9960453510284424","-2.9960453510284424"
"195559424","1495","1495","1495","-2.7481448650360107","-2.7481448650360107","-2.7481448650360107"
"196083712","1499","1499","1499","-2.608081102371216","-2.608081102371216","-2.608081102371216"
"196608000","1503","1503","1503","-3.2662229537963867","-3.2662229537963867","-3.2662229537963867"
"197132288","1507","1507","1507","-2.1700029373168945","-2.1700029373168945","-2.1700029373168945"
"197656576","1511","1511","1511","-2.524550676345825","-2.524550676345825","-2.524550676345825"
"198180864","1515","1515","1515","-2.8329570293426514","-2.8329570293426514","-2.8329570293426514"
"198705152","1519","1519","1519","-2.625319480895996","-2.625319480895996","-2.625319480895996"
"199229440","1523","1523","1523","-2.8155736923217773","-2.8155736923217773","-2.8155736923217773"
"199753728","1527","1527","1527","-2.9392223358154297","-2.9392223358154297","-2.9392223358154297"
"200278016","1531","1531","1531","-3.389347553253174","-3.389347553253174","-3.389347553253174"
"200802304","1535","1535","1535","-2.8235232830047607","-2.8235232830047607","-2.8235232830047607"
"201326592","1539","1539","1539","-2.505545139312744","-2.505545139312744","-2.505545139312744"
"201850880","1543","1543","1543","-3.122750997543335","-3.122750997543335","-3.122750997543335"
"202375168","1547","1547","1547","-2.833400249481201","-2.833400249481201","-2.833400249481201"
"202899456","1551","1551","1551","-2.896549940109253","-2.896549940109253","-2.896549940109253"
"203423744","1555","1555","1555","-2.6987242698669434","-2.6987242698669434","-2.6987242698669434"
"203948032","1559","1559","1559","-2.536729574203491","-2.536729574203491","-2.536729574203491"
"204472320","1563","1563","1563","-2.5467653274536133","-2.5467653274536133","-2.5467653274536133"
"204996608","1567","1567","1567","-2.738234758377075","-2.738234758377075","-2.738234758377075"
"205520896","1571","1571","1571","-2.736041784286499","-2.736041784286499","-2.736041784286499"
"206045184","1575","1575","1575","-3.5070900917053223","-3.5070900917053223","-3.5070900917053223"
"206569472","1579","1579","1579","-2.565253734588623","-2.565253734588623","-2.565253734588623"
"207093760","1583","1583","1583","-2.790025472640991","-2.790025472640991","-2.790025472640991"
"207618048","1587","1587","1587","-2.9046483039855957","-2.9046483039855957","-2.9046483039855957"
"208142336","1591","1591","1591","-2.9266693592071533","-2.9266693592071533","-2.9266693592071533"
"208666624","1595","1595","1595","-2.3068675994873047","-2.3068675994873047","-2.3068675994873047"
"209190912","1599","1599","1599","-2.4411113262176514","-2.4411113262176514","-2.4411113262176514"
"209715200","1603","1603","1603","-2.8383495807647705","-2.8383495807647705","-2.8383495807647705"
"210239488","1607","1607","1607","-2.3070993423461914","-2.3070993423461914","-2.3070993423461914"
"210763776","1611","1611","1611","-2.8990893363952637","-2.8990893363952637","-2.8990893363952637"
"211288064","1615","1615","1615","-2.6015124320983887","-2.6015124320983887","-2.6015124320983887"
"211812352","1619","1619","1619","-2.902919292449951","-2.902919292449951","-2.902919292449951"
"212336640","1623","1623","1623","-2.513861894607544","-2.513861894607544","-2.513861894607544"
"212860928","1627","1627","1627","-2.6078827381134033","-2.6078827381134033","-2.6078827381134033"
"213385216","1631","1631","1631","-2.8052303791046143","-2.8052303791046143","-2.8052303791046143"
"213909504","1635","1635","1635","-3.3120720386505127","-3.3120720386505127","-3.3120720386505127"
"214433792","1639","1639","1639","-2.4862658977508545","-2.4862658977508545","-2.4862658977508545"
"214958080","1643","1643","1643","-3.1477694511413574","-3.1477694511413574","-3.1477694511413574"
"215482368","1647","1647","1647","-2.8232970237731934","-2.8232970237731934","-2.8232970237731934"
"216006656","1651","1651","1651","-2.2529447078704834","-2.2529447078704834","-2.2529447078704834"
"216530944","1655","1655","1655","-2.333036422729492","-2.333036422729492","-2.333036422729492"
"217055232","1659","1659","1659","-2.3384835720062256","-2.3384835720062256","-2.3384835720062256"
"217579520","1663","1663","1663","-2.872983694076538","-2.872983694076538","-2.872983694076538"
"218103808","1667","1667","1667","-2.197305679321289","-2.197305679321289","-2.197305679321289"
"218628096","1671","1671","1671","-2.2381744384765625","-2.2381744384765625","-2.2381744384765625"
"219152384","1675","1675","1675","-2.8054535388946533","-2.8054535388946533","-2.8054535388946533"
"219676672","1679","1679","1679","-1.8960516452789307","-1.8960516452789307","-1.8960516452789307"
"220200960","1683","1683","1683","-3.0544116497039795","-3.0544116497039795","-3.0544116497039795"
"220725248","1687","1687","1687","-2.399108648300171","-2.399108648300171","-2.399108648300171"
"221249536","1691","1691","1691","-2.962157726287842","-2.962157726287842","-2.962157726287842"
"221773824","1695","1695","1695","-2.4714291095733643","-2.4714291095733643","-2.4714291095733643"
"222298112","1699","1699","1699","-2.3885676860809326","-2.3885676860809326","-2.3885676860809326"
"222822400","1703","1703","1703","-2.4897890090942383","-2.4897890090942383","-2.4897890090942383"
"223346688","1707","1707","1707","-2.682389974594116","-2.682389974594116","-2.682389974594116"
"223870976","1711","1711","1711","-2.8346352577209473","-2.8346352577209473","-2.8346352577209473"
"224395264","1715","1715","1715","-2.2260982990264893","-2.2260982990264893","-2.2260982990264893"
"224919552","1719","1719","1719","-2.540605306625366","-2.540605306625366","-2.540605306625366"
"225443840","1723","1723","1723","-2.011984348297119","-2.011984348297119","-2.011984348297119"
"225968128","1727","1727","1727","-2.579435348510742","-2.579435348510742","-2.579435348510742"
"226492416","1731","1731","1731","-2.5755908489227295","-2.5755908489227295","-2.5755908489227295"
"227016704","1735","1735","1735","-1.7879178524017334","-1.7879178524017334","-1.7879178524017334"
"227540992","1739","1739","1739","-1.9506233930587769","-1.9506233930587769","-1.9506233930587769"
"228065280","1743","1743","1743","-2.5389201641082764","-2.5389201641082764","-2.5389201641082764"
"228589568","1747","1747","1747","-1.961617350578308","-1.961617350578308","-1.961617350578308"
"229113856","1751","1751","1751","-2.4634454250335693","-2.4634454250335693","-2.4634454250335693"
"229638144","1755","1755","1755","-2.4047958850860596","-2.4047958850860596","-2.4047958850860596"
"230162432","1759","1759","1759","-2.6637914180755615","-2.6637914180755615","-2.6637914180755615"
"230686720","1763","1763","1763","-1.8777766227722168","-1.8777766227722168","-1.8777766227722168"
"231211008","1767","1767","1767","-2.5853545665740967","-2.5853545665740967","-2.5853545665740967"
"231735296","1771","1771","1771","-2.181727409362793","-2.181727409362793","-2.181727409362793"
"232259584","1775","1775","1775","-2.696587562561035","-2.696587562561035","-2.696587562561035"
"232783872","1779","1779","1779","-2.007917642593384","-2.007917642593384","-2.007917642593384"
"233308160","1783","1783","1783","-2.277733325958252","-2.277733325958252","-2.277733325958252"
"233832448","1787","1787","1787","-2.29819655418396","-2.29819655418396","-2.29819655418396"
"234356736","1791","1791","1791","-2.969128370285034","-2.969128370285034","-2.969128370285034"
"234881024","1795","1795","1795","-2.569277286529541","-2.569277286529541","-2.569277286529541"
"235405312","1799","1799","1799","-2.3831446170806885","-2.3831446170806885","-2.3831446170806885"
"235929600","1803","1803","1803","-1.739413857460022","-1.739413857460022","-1.739413857460022"
"236453888","1807","1807","1807","-2.312481164932251","-2.312481164932251","-2.312481164932251"
"236978176","1811","1811","1811","-1.8972141742706299","-1.8972141742706299","-1.8972141742706299"
"237502464","1815","1815","1815","-2.880523681640625","-2.880523681640625","-2.880523681640625"
"238026752","1819","1819","1819","-1.922176480293274","-1.922176480293274","-1.922176480293274"
"238551040","1823","1823","1823","-2.1395108699798584","-2.1395108699798584","-2.1395108699798584"
"239075328","1827","1827","1827","-2.31270170211792","-2.31270170211792","-2.31270170211792"
"239599616","1831","1831","1831","-2.3543684482574463","-2.3543684482574463","-2.3543684482574463"
"240123904","1835","1835","1835","-2.1783363819122314","-2.1783363819122314","-2.1783363819122314"
"240648192","1839","1839","1839","-1.7098784446716309","-1.7098784446716309","-1.7098784446716309"
"241172480","1843","1843","1843","-1.9282327890396118","-1.9282327890396118","-1.9282327890396118"
"241696768","1847","1847","1847","-1.9707638025283813","-1.9707638025283813","-1.9707638025283813"
"242221056","1851","1851","1851","-2.256343126296997","-2.256343126296997","-2.256343126296997"
"242745344","1855","1855","1855","-2.229785203933716","-2.229785203933716","-2.229785203933716"
"243269632","1859","1859","1859","-1.811026930809021","-1.811026930809021","-1.811026930809021"
"243793920","1863","1863","1863","-1.8102340698242188","-1.8102340698242188","-1.8102340698242188"
"244318208","1867","1867","1867","-1.806150197982788","-1.806150197982788","-1.806150197982788"
"244842496","1871","1871","1871","-1.9887566566467285","-1.9887566566467285","-1.9887566566467285"
"245366784","1875","1875","1875","-1.7933599948883057","-1.7933599948883057","-1.7933599948883057"
"245891072","1879","1879","1879","-1.830987811088562","-1.830987811088562","-1.830987811088562"
"246415360","1883","1883","1883","-1.8169021606445312","-1.8169021606445312","-1.8169021606445312"
"246939648","1887","1887","1887","-1.9817698001861572","-1.9817698001861572","-1.9817698001861572"
"247463936","1891","1891","1891","-1.8897666931152344","-1.8897666931152344","-1.8897666931152344"
"247988224","1895","1895","1895","-2.211599588394165","-2.211599588394165","-2.211599588394165"
"248512512","1899","1899","1899","-1.9018052816390991","-1.9018052816390991","-1.9018052816390991"
"249036800","1903","1903","1903","-2.0883777141571045","-2.0883777141571045","-2.0883777141571045"
"249561088","1907","1907","1907","-2.1936542987823486","-2.1936542987823486","-2.1936542987823486"
"250085376","1911","1911","1911","-1.3059237003326416","-1.3059237003326416","-1.3059237003326416"
"250609664","1915","1915","1915","-1.900916576385498","-1.900916576385498","-1.900916576385498"
"251133952","1919","1919","1919","-2.049431324005127","-2.049431324005127","-2.049431324005127"
"251658240","1923","1923","1923","-1.8988022804260254","-1.8988022804260254","-1.8988022804260254"
"252182528","1927","1927","1927","-2.267333984375","-2.267333984375","-2.267333984375"
"252706816","1931","1931","1931","-2.129584550857544","-2.129584550857544","-2.129584550857544"
"253231104","1935","1935","1935","-2.064103126525879","-2.064103126525879","-2.064103126525879"
"253755392","1939","1939","1939","-2.2898824214935303","-2.2898824214935303","-2.2898824214935303"
"254279680","1943","1943","1943","-2.62958025932312","-2.62958025932312","-2.62958025932312"
"254803968","1947","1947","1947","-1.84613835811615","-1.84613835811615","-1.84613835811615"
"255328256","1951","1951","1951","-2.2546820640563965","-2.2546820640563965","-2.2546820640563965"
"255852544","1955","1955","1955","-2.2018301486968994","-2.2018301486968994","-2.2018301486968994"
"256376832","1959","1959","1959","-1.7200255393981934","-1.7200255393981934","-1.7200255393981934"
"256901120","1963","1963","1963","-1.933887004852295","-1.933887004852295","-1.933887004852295"
"257425408","1967","1967","1967","-1.4853700399398804","-1.4853700399398804","-1.4853700399398804"
"257949696","1971","1971","1971","-1.4241224527359009","-1.4241224527359009","-1.4241224527359009"
"258473984","1975","1975","1975","-2.0002853870391846","-2.0002853870391846","-2.0002853870391846"
"258998272","1979","1979","1979","-1.8828716278076172","-1.8828716278076172","-1.8828716278076172"
"259522560","1983","1983","1983","-2.621931314468384","-2.621931314468384","-2.621931314468384"
"260046848","1987","1987","1987","-1.2470252513885498","-1.2470252513885498","-1.2470252513885498"
"260571136","1991","1991","1991","-2.1243481636047363","-2.1243481636047363","-2.1243481636047363"
"261095424","1995","1995","1995","-1.6206262111663818","-1.6206262111663818","-1.6206262111663818"
"261619712","1999","1999","1999","-2.206028461456299","-2.206028461456299","-2.206028461456299"
"262144000","2003","2003","2003","-2.112086534500122","-2.112086534500122","-2.112086534500122"
"262668288","2007","2007","2007","-1.5937137603759766","-1.5937137603759766","-1.5937137603759766"
"263192576","2011","2011","2011","-1.653401255607605","-1.653401255607605","-1.653401255607605"
"263716864","2015","2015","2015","-1.4156571626663208","-1.4156571626663208","-1.4156571626663208"
"264241152","2019","2019","2019","-2.2511959075927734","-2.2511959075927734","-2.2511959075927734"
"264765440","2023","2023","2023","-1.7678157091140747","-1.7678157091140747","-1.7678157091140747"
"265289728","2027","2027","2027","-2.3137197494506836","-2.3137197494506836","-2.3137197494506836"
"265814016","2031","2031","2031","-1.9440674781799316","-1.9440674781799316","-1.9440674781799316"
"266338304","2035","2035","2035","-1.6984143257141113","-1.6984143257141113","-1.6984143257141113"
"266862592","2039","2039","2039","-1.908078908920288","-1.908078908920288","-1.908078908920288"
"267386880","2043","2043","2043","-1.9309390783309937","-1.9309390783309937","-1.9309390783309937"
"267911168","2047","2047","2047","-2.2280831336975098","-2.2280831336975098","-2.2280831336975098"
"268435456","2051","2051","2051","-2.4018213748931885","-2.4018213748931885","-2.4018213748931885"
"268959744","2055","2055","2055","-1.8025453090667725","-1.8025453090667725","-1.8025453090667725"
"269484032","2059","2059","2059","-2.2960736751556396","-2.2960736751556396","-2.2960736751556396"
"270008320","2063","2063","2063","-2.1044201850891113","-2.1044201850891113","-2.1044201850891113"
"270532608","2067","2067","2067","-1.875675916671753","-1.875675916671753","-1.875675916671753"
"271056896","2071","2071","2071","-1.8218345642089844","-1.8218345642089844","-1.8218345642089844"
"271581184","2075","2075","2075","-2.127577066421509","-2.127577066421509","-2.127577066421509"
"272105472","2079","2079","2079","-1.8709853887557983","-1.8709853887557983","-1.8709853887557983"
"272629760","2083","2083","2083","-1.4572187662124634","-1.4572187662124634","-1.4572187662124634"
"273154048","2087","2087","2087","-2.292581796646118","-2.292581796646118","-2.292581796646118"
"273678336","2091","2091","2091","-2.269587278366089","-2.269587278366089","-2.269587278366089"
"274202624","2095","2095","2095","-2.7251007556915283","-2.7251007556915283","-2.7251007556915283"
"274726912","2099","2099","2099","-1.8018832206726074","-1.8018832206726074","-1.8018832206726074"
"275251200","2103","2103","2103","-1.8979216814041138","-1.8979216814041138","-1.8979216814041138"
"275775488","2107","2107","2107","-1.5857499837875366","-1.5857499837875366","-1.5857499837875366"
"276299776","2111","2111","2111","-1.6718369722366333","-1.6718369722366333","-1.6718369722366333"
"276824064","2115","2115","2115","-1.9474549293518066","-1.9474549293518066","-1.9474549293518066"
"277348352","2119","2119","2119","-1.8192846775054932","-1.8192846775054932","-1.8192846775054932"
"277872640","2123","2123","2123","-1.6788859367370605","-1.6788859367370605","-1.6788859367370605"
"278396928","2127","2127","2127","-2.623866558074951","-2.623866558074951","-2.623866558074951"
"278921216","2131","2131","2131","-1.6428301334381104","-1.6428301334381104","-1.6428301334381104"
"279445504","2135","2135","2135","-1.9947755336761475","-1.9947755336761475","-1.9947755336761475"
"279969792","2139","2139","2139","-2.254659414291382","-2.254659414291382","-2.254659414291382"
"280494080","2143","2143","2143","-2.1928505897521973","-2.1928505897521973","-2.1928505897521973"
"281018368","2147","2147","2147","-1.6465532779693604","-1.6465532779693604","-1.6465532779693604"
"281542656","2151","2151","2151","-1.6166138648986816","-1.6166138648986816","-1.6166138648986816"
"282066944","2155","2155","2155","-1.7017087936401367","-1.7017087936401367","-1.7017087936401367"
"282591232","2159","2159","2159","-1.723292350769043","-1.723292350769043","-1.723292350769043"
"283115520","2163","2163","2163","-1.4567086696624756","-1.4567086696624756","-1.4567086696624756"
"283639808","2167","2167","2167","-1.6974730491638184","-1.6974730491638184","-1.6974730491638184"
"284164096","2171","2171","2171","-1.805816411972046","-1.805816411972046","-1.805816411972046"
"284688384","2175","2175","2175","-1.9102282524108887","-1.9102282524108887","-1.9102282524108887"
"285212672","2179","2179","2179","-1.8314902782440186","-1.8314902782440186","-1.8314902782440186"
"285736960","2183","2183","2183","-1.8615663051605225","-1.8615663051605225","-1.8615663051605225"
"286261248","2187","2187","2187","-1.655299186706543","-1.655299186706543","-1.655299186706543"
"286785536","2191","2191","2191","-1.3931719064712524","-1.3931719064712524","-1.3931719064712524"
"287309824","2195","2195","2195","-1.7730190753936768","-1.7730190753936768","-1.7730190753936768"
"287834112","2199","2199","2199","-2.4461276531219482","-2.4461276531219482","-2.4461276531219482"
"288358400","2203","2203","2203","-2.4825289249420166","-2.4825289249420166","-2.4825289249420166"
"288882688","2207","2207","2207","-1.5328373908996582","-1.5328373908996582","-1.5328373908996582"
"289406976","2211","2211","2211","-2.0097596645355225","-2.0097596645355225","-2.0097596645355225"
"289931264","2215","2215","2215","-2.1351964473724365","-2.1351964473724365","-2.1351964473724365"
"290455552","2219","2219","2219","-1.9029595851898193","-1.9029595851898193","-1.9029595851898193"
"290979840","2223","2223","2223","-2.0925116539001465","-2.0925116539001465","-2.0925116539001465"
"291504128","2227","2227","2227","-1.8778700828552246","-1.8778700828552246","-1.8778700828552246"
"292028416","2231","2231","2231","-2.2516236305236816","-2.2516236305236816","-2.2516236305236816"
"292552704","2235","2235","2235","-1.3232342004776","-1.3232342004776","-1.3232342004776"
"293076992","2239","2239","2239","-1.9698821306228638","-1.9698821306228638","-1.9698821306228638"
"293601280","2243","2243","2243","-1.7353850603103638","-1.7353850603103638","-1.7353850603103638"
"294125568","2247","2247","2247","-1.6838120222091675","-1.6838120222091675","-1.6838120222091675"
"294649856","2251","2251","2251","-1.4314472675323486","-1.4314472675323486","-1.4314472675323486"
"295174144","2255","2255","2255","-1.3665493726730347","-1.3665493726730347","-1.3665493726730347"
"295698432","2259","2259","2259","-2.0312411785125732","-2.0312411785125732","-2.0312411785125732"
"296222720","2263","2263","2263","-1.6631543636322021","-1.6631543636322021","-1.6631543636322021"
"296747008","2267","2267","2267","-1.5683043003082275","-1.5683043003082275","-1.5683043003082275"
"297271296","2271","2271","2271","-1.8537347316741943","-1.8537347316741943","-1.8537347316741943"
"297795584","2275","2275","2275","-1.6683205366134644","-1.6683205366134644","-1.6683205366134644"
"298319872","2279","2279","2279","-1.870514154434204","-1.870514154434204","-1.870514154434204"
"298844160","2283","2283","2283","-1.6494011878967285","-1.6494011878967285","-1.6494011878967285"
"299368448","2287","2287","2287","-1.9597285985946655","-1.9597285985946655","-1.9597285985946655"
"299892736","2291","2291","2291","-1.9763096570968628","-1.9763096570968628","-1.9763096570968628"
"300417024","2295","2295","2295","-1.6533976793289185","-1.6533976793289185","-1.6533976793289185"
"300941312","2299","2299","2299","-1.3458967208862305","-1.3458967208862305","-1.3458967208862305"
"301465600","2303","2303","2303","-1.8462469577789307","-1.8462469577789307","-1.8462469577789307"
"301989888","2307","2307","2307","-1.918578028678894","-1.918578028678894","-1.918578028678894"
"302514176","2311","2311","2311","-1.5269927978515625","-1.5269927978515625","-1.5269927978515625"
"303038464","2315","2315","2315","-1.4597034454345703","-1.4597034454345703","-1.4597034454345703"
"303562752","2319","2319","2319","-1.919063925743103","-1.919063925743103","-1.919063925743103"
"304087040","2323","2323","2323","-1.6155897378921509","-1.6155897378921509","-1.6155897378921509"
"304611328","2327","2327","2327","-1.8614275455474854","-1.8614275455474854","-1.8614275455474854"
"305135616","2331","2331","2331","-1.586240530014038","-1.586240530014038","-1.586240530014038"
"305659904","2335","2335","2335","-1.2528311014175415","-1.2528311014175415","-1.2528311014175415"
"306184192","2339","2339","2339","-1.8528761863708496","-1.8528761863708496","-1.8528761863708496"
"306708480","2343","2343","2343","-1.7576329708099365","-1.7576329708099365","-1.7576329708099365"
"307232768","2347","2347","2347","-1.9346914291381836","-1.9346914291381836","-1.9346914291381836"
"307757056","2351","2351","2351","-2.06091570854187","-2.06091570854187","-2.06091570854187"
"308281344","2355","2355","2355","-1.8656001091003418","-1.8656001091003418","-1.8656001091003418"
"308805632","2359","2359","2359","-1.2922592163085938","-1.2922592163085938","-1.2922592163085938"
"309329920","2363","2363","2363","-1.8237887620925903","-1.8237887620925903","-1.8237887620925903"
"309854208","2367","2367","2367","-2.0107715129852295","-2.0107715129852295","-2.0107715129852295"
"310378496","2371","2371","2371","-1.8054298162460327","-1.8054298162460327","-1.8054298162460327"
"310902784","2375","2375","2375","-1.6298246383666992","-1.6298246383666992","-1.6298246383666992"
"311427072","2379","2379","2379","-1.4738497734069824","-1.4738497734069824","-1.4738497734069824"
"311951360","2383","2383","2383","-1.46359384059906","-1.46359384059906","-1.46359384059906"
"312475648","2387","2387","2387","-1.3203896284103394","-1.3203896284103394","-1.3203896284103394"
"312999936","2391","2391","2391","-1.4139572381973267","-1.4139572381973267","-1.4139572381973267"
"313524224","2395","2395","2395","-1.5697284936904907","-1.5697284936904907","-1.5697284936904907"
"314048512","2399","2399","2399","-1.949922800064087","-1.949922800064087","-1.949922800064087"
"314572800","2403","2403","2403","-1.509547233581543","-1.509547233581543","-1.509547233581543"
"315097088","2407","2407","2407","-1.3361403942108154","-1.3361403942108154","-1.3361403942108154"
"315621376","2411","2411","2411","-1.3232018947601318","-1.3232018947601318","-1.3232018947601318"
"316145664","2415","2415","2415","-1.2777822017669678","-1.2777822017669678","-1.2777822017669678"
"316669952","2419","2419","2419","-1.3824098110198975","-1.3824098110198975","-1.3824098110198975"
"317194240","2423","2423","2423","-1.8129386901855469","-1.8129386901855469","-1.8129386901855469"
"317718528","2427","2427","2427","-1.5646247863769531","-1.5646247863769531","-1.5646247863769531"
"318242816","2431","2431","2431","-2.3304555416107178","-2.3304555416107178","-2.3304555416107178"
"318767104","2435","2435","2435","-1.9148095846176147","-1.9148095846176147","-1.9148095846176147"
"319291392","2439","2439","2439","-1.386902093887329","-1.386902093887329","-1.386902093887329"
"319815680","2443","2443","2443","-1.6933382749557495","-1.6933382749557495","-1.6933382749557495"
"320339968","2447","2447","2447","-1.4924602508544922","-1.4924602508544922","-1.4924602508544922"
"320864256","2451","2451","2451","-1.484609603881836","-1.484609603881836","-1.484609603881836"
"321388544","2455","2455","2455","-1.6670070886611938","-1.6670070886611938","-1.6670070886611938"
"321912832","2459","2459","2459","-1.3888044357299805","-1.3888044357299805","-1.3888044357299805"
"322437120","2463","2463","2463","-1.2109928131103516","-1.2109928131103516","-1.2109928131103516"
"322961408","2467","2467","2467","-1.6259123086929321","-1.6259123086929321","-1.6259123086929321"
"323485696","2471","2471","2471","-1.7330378293991089","-1.7330378293991089","-1.7330378293991089"
"324009984","2475","2475","2475","-1.8666008710861206","-1.8666008710861206","-1.8666008710861206"
"324534272","2479","2479","2479","-2.0096139907836914","-2.0096139907836914","-2.0096139907836914"
"325058560","2483","2483","2483","-1.882660150527954","-1.882660150527954","-1.882660150527954"
"325582848","2487","2487","2487","-1.6095091104507446","-1.6095091104507446","-1.6095091104507446"
"326107136","2491","2491","2491","-1.4776328802108765","-1.4776328802108765","-1.4776328802108765"
"326631424","2495","2495","2495","-1.3420276641845703","-1.3420276641845703","-1.3420276641845703"
"327155712","2499","2499","2499","-1.2702358961105347","-1.2702358961105347","-1.2702358961105347"
"327680000","2503","2503","2503","-1.736933708190918","-1.736933708190918","-1.736933708190918"
"328204288","2507","2507","2507","-1.7417223453521729","-1.7417223453521729","-1.7417223453521729"
"328728576","2511","2511","2511","-1.9155364036560059","-1.9155364036560059","-1.9155364036560059"
"329252864","2515","2515","2515","-1.3555984497070312","-1.3555984497070312","-1.3555984497070312"
"329777152","2519","2519","2519","-1.8930797576904297","-1.8930797576904297","-1.8930797576904297"
"330301440","2523","2523","2523","-1.5114840269088745","-1.5114840269088745","-1.5114840269088745"
"330825728","2527","2527","2527","-1.8296852111816406","-1.8296852111816406","-1.8296852111816406"
"331350016","2531","2531","2531","-1.5204912424087524","-1.5204912424087524","-1.5204912424087524"
"331874304","2535","2535","2535","-1.5356152057647705","-1.5356152057647705","-1.5356152057647705"
"332398592","2539","2539","2539","-1.351586937904358","-1.351586937904358","-1.351586937904358"
"332922880","2543","2543","2543","-1.4720369577407837","-1.4720369577407837","-1.4720369577407837"
"333447168","2547","2547","2547","-1.5191247463226318","-1.5191247463226318","-1.5191247463226318"
"333971456","2551","2551","2551","-1.47837233543396","-1.47837233543396","-1.47837233543396"
"334495744","2555","2555","2555","-1.707527995109558","-1.707527995109558","-1.707527995109558"
"335020032","2559","2559","2559","-1.388843297958374","-1.388843297958374","-1.388843297958374"
"335544320","2563","2563","2563","-1.5142364501953125","-1.5142364501953125","-1.5142364501953125"
"336068608","2567","2567","2567","-1.6617618799209595","-1.6617618799209595","-1.6617618799209595"
"336592896","2571","2571","2571","-1.394510269165039","-1.394510269165039","-1.394510269165039"
"337117184","2575","2575","2575","-1.6553105115890503","-1.6553105115890503","-1.6553105115890503"
"337641472","2579","2579","2579","-1.8646721839904785","-1.8646721839904785","-1.8646721839904785"
"338165760","2583","2583","2583","-1.5137449502944946","-1.5137449502944946","-1.5137449502944946"
"338690048","2587","2587","2587","-1.544411540031433","-1.544411540031433","-1.544411540031433"
"339214336","2591","2591","2591","-1.898559331893921","-1.898559331893921","-1.898559331893921"
"339738624","2595","2595","2595","-1.3586146831512451","-1.3586146831512451","-1.3586146831512451"
"340262912","2599","2599","2599","-1.6832313537597656","-1.6832313537597656","-1.6832313537597656"
"340787200","2603","2603","2603","-1.631095051765442","-1.631095051765442","-1.631095051765442"
"341311488","2607","2607","2607","-1.2153706550598145","-1.2153706550598145","-1.2153706550598145"
"341835776","2611","2611","2611","-1.5522810220718384","-1.5522810220718384","-1.5522810220718384"
"342360064","2615","2615","2615","-1.8018081188201904","-1.8018081188201904","-1.8018081188201904"
